combo,disc,mod,ev1,ev2,mgap,dens,mu
closeness-eigenvector,76078,0.8102319649080681,22.82803802374685,21.049886379530403,0.8697009102730819,0.015395395395395396,0.15000000000000002
degree-betweenness,53064,0.8102319649080681,22.828038023746885,21.04988637953045,0.8697009102730819,0.015395395395395396,0.15000000000000002
degree-closeness,83717,0.8102319649080681,22.828038023746885,21.04988637953045,0.8697009102730819,0.015395395395395396,0.15000000000000002
degree-eigenvector,129528,0.8102319649080681,22.828038023746885,21.04988637953045,0.8697009102730819,0.015395395395395396,0.15000000000000002
betweenness-closeness,118439,0.8102319649080681,22.828038023746885,21.04988637953045,0.8697009102730819,0.015395395395395396,0.15000000000000002
betweenness-eigenvector,169266,0.8102319649080681,22.828038023746885,21.04988637953045,0.8697009102730819,0.015395395395395396,0.15000000000000002
closeness-eigenvector,76078,0.8102319649080681,22.828038023746885,21.04988637953045,0.8697009102730819,0.015395395395395396,0.15000000000000002
degree-betweenness,53064,0.8102319649080681,22.828038023746853,21.049886379530403,0.8697009102730819,0.015395395395395396,0.15000000000000002
degree-closeness,83717,0.8102319649080681,22.828038023746853,21.049886379530403,0.8697009102730819,0.015395395395395396,0.15000000000000002
degree-eigenvector,129528,0.8102319649080681,22.828038023746853,21.049886379530403,0.8697009102730819,0.015395395395395396,0.15000000000000002
betweenness-closeness,118439,0.8102319649080681,22.828038023746853,21.049886379530403,0.8697009102730819,0.015395395395395396,0.15000000000000002
betweenness-eigenvector,169266,0.8102319649080681,22.828038023746853,21.049886379530403,0.8697009102730819,0.015395395395395396,0.15000000000000002
closeness-eigenvector,76078,0.8102319649080681,22.828038023746853,21.049886379530403,0.8697009102730819,0.015395395395395396,0.15000000000000002
degree-betweenness,45893,0.7594495882019366,22.788170455221213,20.42188622309688,0.8697347893915757,0.0153993993993994,0.2
degree-closeness,72274,0.7594495882019366,22.788170455221213,20.42188622309688,0.8697347893915757,0.0153993993993994,0.2
degree-eigenvector,126074,0.7594495882019366,22.788170455221213,20.42188622309688,0.8697347893915757,0.0153993993993994,0.2
betweenness-closeness,111690,0.7594495882019366,22.788170455221213,20.42188622309688,0.8697347893915757,0.0153993993993994,0.2
betweenness-eigenvector,171303,0.7594495882019366,22.788170455221213,20.42188622309688,0.8697347893915757,0.0153993993993994,0.2
closeness-eigenvector,78147,0.7594495882019366,22.788170455221213,20.42188622309688,0.8697347893915757,0.0153993993993994,0.2
degree-betweenness,45893,0.7594495882019366,22.788170455221156,20.421886223096894,0.8697347893915757,0.0153993993993994,0.2
degree-closeness,72274,0.7594495882019366,22.788170455221156,20.421886223096894,0.8697347893915757,0.0153993993993994,0.2
degree-eigenvector,126074,0.7594495882019366,22.788170455221156,20.421886223096894,0.8697347893915757,0.0153993993993994,0.2
betweenness-closeness,111690,0.7594495882019366,22.788170455221156,20.421886223096894,0.8697347893915757,0.0153993993993994,0.2
betweenness-eigenvector,171303,0.7594495882019366,22.788170455221156,20.421886223096894,0.8697347893915757,0.0153993993993994,0.2
closeness-eigenvector,78147,0.7594495882019366,22.788170455221156,20.421886223096894,0.8697347893915757,0.0153993993993994,0.2
degree-betweenness,45893,0.7594495882019366,22.7881704552211,20.421886223096912,0.8697347893915757,0.0153993993993994,0.2
degree-closeness,72274,0.7594495882019366,22.7881704552211,20.421886223096912,0.8697347893915757,0.0153993993993994,0.2
degree-eigenvector,126074,0.7594495882019366,22.7881704552211,20.421886223096912,0.8697347893915757,0.0153993993993994,0.2
betweenness-closeness,111690,0.7594495882019366,22.7881704552211,20.421886223096912,0.8697347893915757,0.0153993993993994,0.2
betweenness-eigenvector,171303,0.7594495882019366,22.7881704552211,20.421886223096912,0.8697347893915757,0.0153993993993994,0.2
closeness-eigenvector,78147,0.7594495882019366,22.7881704552211,20.421886223096912,0.8697347893915757,0.0153993993993994,0.2
degree-betweenness,45893,0.7594495882019366,22.788170455221174,20.42188622309688,0.8697347893915757,0.0153993993993994,0.2
degree-closeness,72274,0.7594495882019366,22.788170455221174,20.42188622309688,0.8697347893915757,0.0153993993993994,0.2
degree-eigenvector,126074,0.7594495882019366,22.788170455221174,20.42188622309688,0.8697347893915757,0.0153993993993994,0.2
betweenness-closeness,111690,0.7594495882019366,22.788170455221174,20.42188622309688,0.8697347893915757,0.0153993993993994,0.2
betweenness-eigenvector,171303,0.7594495882019366,22.788170455221174,20.42188622309688,0.8697347893915757,0.0153993993993994,0.2
closeness-eigenvector,78147,0.7594495882019366,22.788170455221174,20.42188622309688,0.8697347893915757,0.0153993993993994,0.2
degree-betweenness,45893,0.7594495882019366,22.78817045522116,20.42188622309693,0.8697347893915757,0.0153993993993994,0.2
degree-closeness,72274,0.7594495882019366,22.78817045522116,20.42188622309693,0.8697347893915757,0.0153993993993994,0.2
degree-eigenvector,126074,0.7594495882019366,22.78817045522116,20.42188622309693,0.8697347893915757,0.0153993993993994,0.2
betweenness-closeness,111690,0.7594495882019366,22.78817045522116,20.42188622309693,0.8697347893915757,0.0153993993993994,0.2
betweenness-eigenvector,171303,0.7594495882019366,22.78817045522116,20.42188622309693,0.8697347893915757,0.0153993993993994,0.2
closeness-eigenvector,78147,0.7594495882019366,22.78817045522116,20.42188622309693,0.8697347893915757,0.0153993993993994,0.2
degree-betweenness,45893,0.7594495882019366,22.788170455221145,20.421886223096852,0.8697347893915757,0.0153993993993994,0.2
degree-closeness,72274,0.7594495882019366,22.788170455221145,20.421886223096852,0.8697347893915757,0.0153993993993994,0.2
degree-eigenvector,126074,0.7594495882019366,22.788170455221145,20.421886223096852,0.8697347893915757,0.0153993993993994,0.2
betweenness-closeness,111690,0.7594495882019366,22.788170455221145,20.421886223096852,0.8697347893915757,0.0153993993993994,0.2
betweenness-eigenvector,171303,0.7594495882019366,22.788170455221145,20.421886223096852,0.8697347893915757,0.0153993993993994,0.2
closeness-eigenvector,78147,0.7594495882019366,22.788170455221145,20.421886223096852,0.8697347893915757,0.0153993993993994,0.2
degree-betweenness,45893,0.7594495882019366,22.788170455221184,20.4218862230969,0.8697347893915757,0.0153993993993994,0.2
degree-closeness,72274,0.7594495882019366,22.788170455221184,20.4218862230969,0.8697347893915757,0.0153993993993994,0.2
degree-eigenvector,126074,0.7594495882019366,22.788170455221184,20.4218862230969,0.8697347893915757,0.0153993993993994,0.2
betweenness-closeness,111690,0.7594495882019366,22.788170455221184,20.4218862230969,0.8697347893915757,0.0153993993993994,0.2
betweenness-eigenvector,171303,0.7594495882019366,22.788170455221184,20.4218862230969,0.8697347893915757,0.0153993993993994,0.2
closeness-eigenvector,78147,0.7594495882019366,22.788170455221184,20.4218862230969,0.8697347893915757,0.0153993993993994,0.2
degree-betweenness,45893,0.7594495882019366,22.7881704552211,20.421886223096838,0.8697347893915757,0.0153993993993994,0.2
degree-closeness,72274,0.7594495882019366,22.7881704552211,20.421886223096838,0.8697347893915757,0.0153993993993994,0.2
degree-eigenvector,126074,0.7594495882019366,22.7881704552211,20.421886223096838,0.8697347893915757,0.0153993993993994,0.2
betweenness-closeness,111690,0.7594495882019366,22.7881704552211,20.421886223096838,0.8697347893915757,0.0153993993993994,0.2
betweenness-eigenvector,171303,0.7594495882019366,22.7881704552211,20.421886223096838,0.8697347893915757,0.0153993993993994,0.2
closeness-eigenvector,78147,0.7594495882019366,22.7881704552211,20.421886223096838,0.8697347893915757,0.0153993993993994,0.2
degree-betweenness,45893,0.7594495882019366,22.78817045522112,20.421886223096884,0.8697347893915757,0.0153993993993994,0.2
degree-closeness,72274,0.7594495882019366,22.78817045522112,20.421886223096884,0.8697347893915757,0.0153993993993994,0.2
degree-eigenvector,126074,0.7594495882019366,22.78817045522112,20.421886223096884,0.8697347893915757,0.0153993993993994,0.2
betweenness-closeness,111690,0.7594495882019366,22.78817045522112,20.421886223096884,0.8697347893915757,0.0153993993993994,0.2
betweenness-eigenvector,171303,0.7594495882019366,22.78817045522112,20.421886223096884,0.8697347893915757,0.0153993993993994,0.2
closeness-eigenvector,78147,0.7594495882019366,22.78817045522112,20.421886223096884,0.8697347893915757,0.0153993993993994,0.2
degree-betweenness,45893,0.7594495882019366,22.788170455221174,20.421886223096894,0.8697347893915757,0.0153993993993994,0.2
degree-closeness,72274,0.7594495882019366,22.788170455221174,20.421886223096894,0.8697347893915757,0.0153993993993994,0.2
degree-eigenvector,126074,0.7594495882019366,22.788170455221174,20.421886223096894,0.8697347893915757,0.0153993993993994,0.2
betweenness-closeness,111690,0.7594495882019366,22.788170455221174,20.421886223096894,0.8697347893915757,0.0153993993993994,0.2
betweenness-eigenvector,171303,0.7594495882019366,22.788170455221174,20.421886223096894,0.8697347893915757,0.0153993993993994,0.2
closeness-eigenvector,78147,0.7594495882019366,22.788170455221174,20.421886223096894,0.8697347893915757,0.0153993993993994,0.2
degree-betweenness,36034,0.7102449354084409,21.73615954330824,18.926240369084976,0.8697347893915757,0.0153993993993994,0.25
degree-closeness,61932,0.7102449354084409,21.73615954330824,18.926240369084976,0.8697347893915757,0.0153993993993994,0.25
degree-eigenvector,112297,0.7102449354084409,21.73615954330824,18.926240369084976,0.8697347893915757,0.0153993993993994,0.25
betweenness-closeness,93062,0.7102449354084409,21.73615954330824,18.926240369084976,0.8697347893915757,0.0153993993993994,0.25
betweenness-eigenvector,151395,0.7102449354084409,21.73615954330824,18.926240369084976,0.8697347893915757,0.0153993993993994,0.25
closeness-eigenvector,73585,0.7102449354084409,21.73615954330824,18.926240369084976,0.8697347893915757,0.0153993993993994,0.25
degree-betweenness,36034,0.7102449354084409,21.736159543308215,18.926240369085082,0.8697347893915757,0.0153993993993994,0.25
degree-closeness,61932,0.7102449354084409,21.736159543308215,18.926240369085082,0.8697347893915757,0.0153993993993994,0.25
degree-eigenvector,112297,0.7102449354084409,21.736159543308215,18.926240369085082,0.8697347893915757,0.0153993993993994,0.25
betweenness-closeness,93062,0.7102449354084409,21.736159543308215,18.926240369085082,0.8697347893915757,0.0153993993993994,0.25
betweenness-eigenvector,151395,0.7102449354084409,21.736159543308215,18.926240369085082,0.8697347893915757,0.0153993993993994,0.25
closeness-eigenvector,73585,0.7102449354084409,21.736159543308215,18.926240369085082,0.8697347893915757,0.0153993993993994,0.25
degree-betweenness,36034,0.7102449354084409,21.7361595433082,18.926240369084997,0.8697347893915757,0.0153993993993994,0.25
degree-closeness,61932,0.7102449354084409,21.7361595433082,18.926240369084997,0.8697347893915757,0.0153993993993994,0.25
degree-eigenvector,112297,0.7102449354084409,21.7361595433082,18.926240369084997,0.8697347893915757,0.0153993993993994,0.25
betweenness-closeness,93062,0.7102449354084409,21.7361595433082,18.926240369084997,0.8697347893915757,0.0153993993993994,0.25
betweenness-eigenvector,151395,0.7102449354084409,21.7361595433082,18.926240369084997,0.8697347893915757,0.0153993993993994,0.25
closeness-eigenvector,73585,0.7102449354084409,21.7361595433082,18.926240369084997,0.8697347893915757,0.0153993993993994,0.25
degree-betweenness,36034,0.7102449354084409,21.73615954330822,18.926240369084976,0.8697347893915757,0.0153993993993994,0.25
degree-closeness,61932,0.7102449354084409,21.73615954330822,18.926240369084976,0.8697347893915757,0.0153993993993994,0.25
degree-eigenvector,112297,0.7102449354084409,21.73615954330822,18.926240369084976,0.8697347893915757,0.0153993993993994,0.25
betweenness-closeness,93062,0.7102449354084409,21.73615954330822,18.926240369084976,0.8697347893915757,0.0153993993993994,0.25
betweenness-eigenvector,151395,0.7102449354084409,21.73615954330822,18.926240369084976,0.8697347893915757,0.0153993993993994,0.25
closeness-eigenvector,73585,0.7102449354084409,21.73615954330822,18.926240369084976,0.8697347893915757,0.0153993993993994,0.25
degree-betweenness,36034,0.7102449354084409,21.736159543308204,18.926240369084994,0.8697347893915757,0.0153993993993994,0.25
degree-closeness,61932,0.7102449354084409,21.736159543308204,18.926240369084994,0.8697347893915757,0.0153993993993994,0.25
degree-eigenvector,112297,0.7102449354084409,21.736159543308204,18.926240369084994,0.8697347893915757,0.0153993993993994,0.25
betweenness-closeness,93062,0.7102449354084409,21.736159543308204,18.926240369084994,0.8697347893915757,0.0153993993993994,0.25
betweenness-eigenvector,151395,0.7102449354084409,21.736159543308204,18.926240369084994,0.8697347893915757,0.0153993993993994,0.25
closeness-eigenvector,73585,0.7102449354084409,21.736159543308204,18.926240369084994,0.8697347893915757,0.0153993993993994,0.25
degree-betweenness,36034,0.7102449354084409,21.73615954330824,18.92624036908505,0.8697347893915757,0.0153993993993994,0.25
degree-closeness,61932,0.7102449354084409,21.73615954330824,18.92624036908505,0.8697347893915757,0.0153993993993994,0.25
degree-eigenvector,112297,0.7102449354084409,21.73615954330824,18.92624036908505,0.8697347893915757,0.0153993993993994,0.25
betweenness-closeness,93062,0.7102449354084409,21.73615954330824,18.92624036908505,0.8697347893915757,0.0153993993993994,0.25
betweenness-eigenvector,151395,0.7102449354084409,21.73615954330824,18.92624036908505,0.8697347893915757,0.0153993993993994,0.25
closeness-eigenvector,73585,0.7102449354084409,21.73615954330824,18.92624036908505,0.8697347893915757,0.0153993993993994,0.25
degree-betweenness,36034,0.7102449354084409,21.73615954330822,18.926240369085093,0.8697347893915757,0.0153993993993994,0.25
degree-closeness,61932,0.7102449354084409,21.73615954330822,18.926240369085093,0.8697347893915757,0.0153993993993994,0.25
degree-eigenvector,112297,0.7102449354084409,21.73615954330822,18.926240369085093,0.8697347893915757,0.0153993993993994,0.25
betweenness-closeness,93062,0.7102449354084409,21.73615954330822,18.926240369085093,0.8697347893915757,0.0153993993993994,0.25
betweenness-eigenvector,151395,0.7102449354084409,21.73615954330822,18.926240369085093,0.8697347893915757,0.0153993993993994,0.25
closeness-eigenvector,73585,0.7102449354084409,21.73615954330822,18.926240369085093,0.8697347893915757,0.0153993993993994,0.25
degree-betweenness,36034,0.7102449354084409,21.736159543308236,18.92624036908503,0.8697347893915757,0.0153993993993994,0.25
degree-closeness,61932,0.7102449354084409,21.736159543308236,18.92624036908503,0.8697347893915757,0.0153993993993994,0.25
degree-eigenvector,112297,0.7102449354084409,21.736159543308236,18.92624036908503,0.8697347893915757,0.0153993993993994,0.25
betweenness-closeness,93062,0.7102449354084409,21.736159543308236,18.92624036908503,0.8697347893915757,0.0153993993993994,0.25
betweenness-eigenvector,151395,0.7102449354084409,21.736159543308236,18.92624036908503,0.8697347893915757,0.0153993993993994,0.25
closeness-eigenvector,73585,0.7102449354084409,21.736159543308236,18.92624036908503,0.8697347893915757,0.0153993993993994,0.25
degree-betweenness,36034,0.7102449354084409,21.736159543308233,18.92624036908499,0.8697347893915757,0.0153993993993994,0.25
degree-closeness,61932,0.7102449354084409,21.736159543308233,18.92624036908499,0.8697347893915757,0.0153993993993994,0.25
degree-eigenvector,112297,0.7102449354084409,21.736159543308233,18.92624036908499,0.8697347893915757,0.0153993993993994,0.25
betweenness-closeness,93062,0.7102449354084409,21.736159543308233,18.92624036908499,0.8697347893915757,0.0153993993993994,0.25
